title,,authors,journal,doi
"Knowledge, Attitudes, and Practices Regarding Avian Influenza A (H7N9) Among Mobile Phone Users: A Survey in Zhejiang Province, China",,"Gu, Hua; Jiang, Zhenggang; Chen, Bin; Zhang, Jueman (Mandy); Wang, Zhengting; Wang, Xinyi; Cai, Jian; Chen, Yongdi; Zheng, Dawei; Jiang, Jianmin",JMIR Mhealth Uhealth,10.2196/mhealth.3394
Field pathogenomics reveals the emergence of a diverse wheat yellow rust population,,"Hubbard, Amelia; Lewis, Clare M; Yoshida, Kentaro; Ramirez-Gonzalez, Ricardo H; de Vallavieille-Pope, Claude; Thomas, Jane; Kamoun, Sophien; Bayles, Rosemary; Uauy, Cristobal; Saunders, Diane GO",Genome Biol,10.1186/s13059-015-0590-8
"Comparison of Porcine Epidemic Diarrhea Viruses from Germany and the United States, 2014",,"Hanke, Dennis; Jenckel, Maria; Petrov, Anja; Ritzmann, Mathias; Stadler, Julia; Akimkin, Valerij; Blome, Sandra; Pohlmann, Anne; Schirrmeier, Horst; Beer, Martin; Höper, Dirk",Emerg Infect Dis,10.3201/eid2103.141165
Porcine Epidemic Diarrhea Virus Replication in Duck Intestinal Cell Line,,"Khatri, Mahesh",Emerg Infect Dis,10.3201/eid2103.141658
Identifying Meteorological Drivers for the Seasonal Variations of Influenza Infections in a Subtropical City — Hong Kong,,"Chong, Ka Chun; Goggins, William; Zee, Benny Chung Ying; Wang, Maggie Haitian",Int J Environ Res Public Health,10.3390/ijerph120201560
Effects of ribavirin on the replication and genetic stability of porcine reproductive and respiratory syndrome virus,,"Khatun, Amina; Shabir, Nadeem; Yoon, Kyoung-Jin; Kim, Won-Il",BMC Vet Res,10.1186/s12917-015-0330-z
Viral infections in outpatients with medically attended acute respiratory illness during the 2012–2013 influenza season,,"Zimmerman, Richard K; Rinaldo, Charles R; Nowalk, Mary Patricia; Balasubramani, GK; Moehling, Krissy K; Bullotta, Arlene; Eng, Heather F; Raviotta, Jonathan M; Sax, Theresa M; Wisniewski, Stephen",BMC Infect Dis,10.1186/s12879-015-0806-2
A multiplex PCR assay for the detection of five influenza viruses using a dual priming oligonucleotide system,,"Ma, Xuezheng; Xu, Huanzhou; Shi, Lei; Yang, Pengfei; Zhang, Liping; Sun, Xiaohong; Zhen, Wei; Hu, Kongxin",BMC Infect Dis,10.1186/s12879-015-0818-y
A Bayesian Inferential Approach to Quantify the Transmission Intensity of Disease Outbreak,,"Kadi, Adiveppa S.; Avaradi, Shivakumari R.",Comput Math Methods Med,10.1155/2015/256319
Strategic measures for the control of surging antimicrobial resistance in Hong Kong and mainland of China,,"Cheng, Vincent CC; Wong, Sally CY; Ho, Pak-Leung; Yuen, Kwok-Yung",Emerg Microbes Infect,10.1038/emi.2015.8
CEACAM1 induces B-cell survival and is essential for protective antiviral antibody production,,"Khairnar, Vishal; Duhan, Vikas; Maney, Sathish Kumar; Honke, Nadine; Shaabani, Namir; Pandyra, Aleksandra A.; Seifert, Marc; Pozdeev, Vitaly; Xu, Haifeng C.; Sharma, Piyush; Baldin, Fabian; Marquardsen, Florian; Merches, Katja; Lang, Elisabeth; Kirschning, Carsten; Westendorf, Astrid M.; Häussinger, Dieter; Lang, Florian; Dittmer, Ulf; Küppers, Ralf; Recher, Mike; Hardt, Cornelia; Scheffrahn, Inka; Beauchemin, Nicole; Göthert, Joachim R.; Singer, Bernhard B.; Lang, Philipp A.; Lang, Karl S.",Nat Commun,10.1038/ncomms7217
Viral Profile of COPD Exacerbations According to Patients§,,"Dimopoulos, G; Tsiodras, S; Lerikou, M; Chranioti, Aik; Perros, E; Anagnostopoulou, U; Karakitsos, P; Armaganidis, A",Open Respir Med J,10.2174/1874306401509010001
Ebola Policies That Hinder Epidemic Response by Limiting Scientific Discourse,,"Asgary, Ramin; Pavlin, Julie A.; Ripp, Jonathan A.; Reithinger, Richard; Polyak, Christina S.",Am J Trop Med Hyg,10.4269/ajtmh.14-0803
Evidence of infectivity of airborne porcine epidemic diarrhea virus and detection of airborne viral RNA at long distances from infected herds,,"Alonso, Carmen; Goede, Dane P; Morrison, Robert B; Davies, Peter R; Rovira, Albert; Marthaler, Douglas G; Torremorell, Montserrat",Vet Res,10.1186/s13567-014-0073-z
"Detection of rickettsial DNA in ticks and wild boars in Kyoto City, Japan",,"SOMEYA, Azusa; ITO, Ryuki; MAEDA, Akihiko; IKENAGA, Mitsuhiro",J Vet Med Sci,10.1292/jvms.14-0451
Association of Interleukin-8 and Neutrophils with Nasal Symptom Severity During Acute Respiratory Infection,,"Henriquez, Kelsey M.; Hayney, Mary S.; Xie, Yaoguo; Zhang, Zhengjun; Barrett, Bruce",Journal of Medical Virology,10.1002/jmv.24042
Do corticosteroids reduce the mortality of influenza A (H1N1) infection? A meta-analysis,,"Zhang, Yi; Sun, Wenjie; Svendsen, Erik R; Tang, Song; MacIntyre, Raina C; Yang, Peng; Zhang, Daitao; Wang, Quanyi",Crit Care,10.1186/s13054-015-0764-5
Evaluation and mechanism for outcomes exploration of providing public health care in contract service in Rural China: a multiple-case study with complex adaptive systems design,,"Zhou, Huixuan; Zhang, Shengfa; Zhang, Weijun; Wang, Fugang; Zhong, You; Gu, Linni; Qu, Zhiyong; Tian, Donghua",BMC Public Health,10.1186/s12889-015-1540-9
"Improving the large scale purification of the HIV microbicide, griffithsin",,"Fuqua, Joshua L; Wanga, Valentine; Palmer, Kenneth E",BMC Biotechnol,10.1186/s12896-015-0120-5
The C-Terminal Sequence of IFITM1 Regulates Its Anti-HIV-1 Activity,,"Jia, Rui; Ding, Shilei; Pan, Qinghua; Liu, Shan-Lu; Qiao, Wentao; Liang, Chen",PLoS One,10.1371/journal.pone.0118794
A Novel Video Tracking Method to Evaluate the Effect of Influenza Infection and Antiviral Treatment on Ferret Activity,,"Oh, Ding Yuan; Barr, Ian G.; Hurt, Aeron C.",PLoS One,10.1371/journal.pone.0118780
Endemic zoonoses in the tropics: a public health problem hiding in plain sight,,"Halliday, Jo E. B.; Allan, Kathryn J.; Ekwem, Divine; Cleaveland, Sarah; Kazwala, Rudovick R.; Crump, John A.",Vet Rec,10.1136/vr.h798
Oligoadenylate synthase-like (OASL) proteins: dual functions and associations with diseases,,"Choi, Un Yung; Kang, Ji-Seon; Hwang, Yune Sahng; Kim, Young-Joon",Exp Mol Med,10.1038/emm.2014.110
Emergence of infectious malignant thrombocytopenia in Japanese macaques (Macaca fuscata) by SRV-4 after transmission to a novel host,,"Okamoto, Munehiro; Miyazawa, Takayuki; Morikawa, Shigeru; Ono, Fumiko; Nakamura, Shota; Sato, Eiji; Yoshida, Tomoyuki; Yoshikawa, Rokusuke; Sakai, Kouji; Mizutani, Tetsuya; Nagata, Noriyo; Takano, Jun-ichiro; Okabayashi, Sachi; Hamano, Masataka; Fujimoto, Koji; Nakaya, Takaaki; Iida, Tetsuya; Horii, Toshihiro; Miyabe-Nishiwaki, Takako; Watanabe, Akino; Kaneko, Akihisa; Saito, Akatsuki; Matsui, Atsushi; Hayakawa, Toshiyuki; Suzuki, Juri; Akari, Hirofumi; Matsuzawa, Tetsuro; Hirai, Hirohisa",Sci Rep,10.1038/srep08850
RIEMS: a software pipeline for sensitive and comprehensive taxonomic classification of reads from metagenomics datasets,,"Scheuch, Matthias; Höper, Dirk; Beer, Martin",BMC Bioinformatics,10.1186/s12859-015-0503-6
"The Role of Misshapen NCK-related kinase (MINK), a Novel Ste20 Family Kinase, in the IRES-Mediated Protein Translation of Human Enterovirus 71",,"Leong, Shi Yun; Ong, Bryan Kit Teck; Chu, Justin Jang Hann",PLoS Pathog,10.1371/journal.ppat.1004686
Constant up-regulation of BiP/GRP78 expression prevents virus-induced apoptosis in BHK-21 cells with Japanese encephalitis virus persistent infection,,"Lyoo, Hey Rhyoung; Park, Soo Young; Kim, Ji Young; Jeong, Yong Seok",Virol J,10.1186/s12985-015-0269-5
Novel adenovirus detected in captive bottlenose dolphins (Tursiops truncatus) suffering from self-limiting gastroenteritis,,"Rubio-Guerri, Consuelo; García-Párraga, Daniel; Nieto-Pelegrín, Elvira; Melero, Mar; Álvaro, Teresa; Valls, Mónica; Crespo, Jose Luis; Sánchez-Vizcaíno, Jose Manuel",BMC Vet Res,10.1186/s12917-015-0367-z
Src inhibitor reduces permeability without disturbing vascularization and prevents bone destruction in steroid-associated osteonecrotic lesions in rabbits,,"He, Yi-Xin; Liu, Jin; Guo, Baosheng; Wang, Yi-Xiang; Pan, Xiaohua; Li, Defang; Tang, Tao; Chen, Yang; Peng, Songlin; Bian, Zhaoxiang; Liang, Zicai; Zhang, Bao-Ting; Lu, Aiping; Zhang, Ge",Sci Rep,10.1038/srep08856
Sparse evidence of MERS-CoV infection among animal workers living in Southern Saudi Arabia during 2012,,"Memish, Ziad A; Alsahly, Ahmad; Masri, Malak al; Heil, Gary L; Anderson, Benjamin D; Peiris, Malik; Khan, Salah Uddin; Gray, Gregory C",Influenza Other Respir Viruses,10.1111/irv.12287
Zanamivir versus trivalent split virus influenza vaccine: a pilot randomized trial,,"Coleman, Brenda L; Fadel, Shaza A; Drews, Steven J; Hatchette, Todd F; McGeer, Allison J",Influenza Other Respir Viruses,10.1111/irv.12301
Prevalence and Correlation of Infectious Agents in Hospitalized Children with Acute Respiratory Tract Infections in Central China,,"Liu, Jia; Ai, Hongwu; Xiong, Ying; Li, Fu; Wen, Zhou; Liu, Weiyong; Li, Tongya; Qin, Kai; Wu, Jianguo; Liu, Yingle",PLoS One,10.1371/journal.pone.0119170
Survival of influenza A virus on contaminated student clothing,,"IKEDA, KEIKO; TSUJIMOTO, KAZUKO; SUZUKI, YUKIKO; KOYAMA, AUGUSTINE HAJIME",Exp Ther Med,10.3892/etm.2015.2278
A Micropolymorphism Altering the Residue Triad 97/114/156 Determines the Relative Levels of Tapasin Independence and Distinct Peptide Profiles for HLA-A(*)24 Allotypes,,"Badrinath, Soumya; Kunze-Schumacher, Heike; Blasczyk, Rainer; Huyton, Trevor; Bade-Doeding, Christina",J Immunol Res,10.1155/2014/298145
Setting healthcare priorities in hospitals: a review of empirical studies,,"Barasa, Edwine W; Molyneux, Sassy; English, Mike; Cleary, Susan",Health Policy Plan,10.1093/heapol/czu010
Aptamers in Diagnostics and Treatment of Viral Infections,,"Wandtke, Tomasz; Woźniak, Joanna; Kopiński, Piotr",Viruses,10.3390/v7020751
Intranasal Administration of Maleic Anhydride-Modified Human Serum Albumin for Pre-Exposure Prophylaxis of Respiratory Syncytial Virus Infection,,"Sun, Zhiwu; Wang, Qian; Jia, Ran; Xia, Shuai; Li, Yuan; Liu, Qi; Xu, Wei; Xu, Jin; Du, Lanying; Lu, Lu; Jiang, Shibo",Viruses,10.3390/v7020798
Development of Monoclonal Antibodies in China: Overview and Prospects,,"Zhang, Mao-Yu; Lu, Jin-Jian; Wang, Liang; Gao, Zi-Chao; Hu, Hao; Ung, Carolina Oi Lam; Wang, Yi-Tao",Biomed Res Int,10.1155/2015/168935
The Anti-Porcine Parvovirus Activity of Nanometer Propolis Flavone and Propolis Flavone In Vitro and In Vivo,,"Ma, Xia; Guo, Zhenhuan; Shen, Zhiqiang; Liu, Yonglu; Wang, Jinliang; Fan, Yunpeng",Evid Based Complement Alternat Med,10.1155/2015/472876
A systematic review and meta-analysis of the epidemiology of pathogenic Escherichia coli of calves and the role of calves as reservoirs for human pathogenic E. coli,,"Kolenda, Rafał; Burdukiewicz, Michał; Schierack, Peter",Front Cell Infect Microbiol,10.3389/fcimb.2015.00023
Good and Bad News about Ebola,,"Peterson, A. Townsend",PLoS Negl Trop Dis,10.1371/journal.pntd.0003509
Alu RNA regulates the cellular pool of active ribosomes by targeted delivery of SRP9/14 to 40S subunits,,"Ivanova, Elena; Berger, Audrey; Scherrer, Anne; Alkalaeva, Elena; Strub, Katharina",Nucleic Acids Res,10.1093/nar/gkv048
Synergistic effects of ATP and RNA binding to human DEAD-box protein DDX1,,"Kellner, Julian N.; Reinstein, Jochen; Meinhart, Anton",Nucleic Acids Res,10.1093/nar/gkv106
Monitoring Disease Trends using Hospital Traffic Data from High Resolution Satellite Imagery: A Feasibility Study,,"Nsoesie, Elaine O.; Butler, Patrick; Ramakrishnan, Naren; Mekaru, Sumiko R.; Brownstein, John S.",Sci Rep,10.1038/srep09112
FDA approved drugs as potential Ebola treatments,,"Ekins, Sean; Coffee, Megan",F1000Res,10.12688/f1000research.6164.2
Impact of Porcine Epidemic Diarrhea on Performance of Growing Pigs,,"Alvarez, Julio; Sarradell, Javier; Morrison, Robert; Perez, Andres",PLoS One,10.1371/journal.pone.0120532
Molecular epidemiological study of feline coronavirus strains in Japan using RT-PCR targeting nsp14 gene,,"Tanaka, Yoshikazu; Sasaki, Takashi; Matsuda, Ryo; Uematsu, Yosuke; Yamaguchi, Tomohiro",BMC Vet Res,10.1186/s12917-015-0372-2
Hematopoietic Cancer Cell Lines Can Support Replication of Sabin Poliovirus Type 1,,"Oosterhoff, Dinja; van de Weerd, Gerard; van Eikenhorst, Gerco; de Gruijl, Tanja D.; van der Pol, Leo A.; Bakker, Wilfried A. M.",Biomed Res Int,10.1155/2015/358462
The prevention and eradication of smallpox: a commentary on Sloane (1755) ‘An account of inoculation’,,"Weiss, Robin A.; Esparza, José",Philos Trans R Soc Lond B Biol Sci,10.1098/rstb.2014.0378
"Risk Factors for Death from Influenza A(H1N1)pdm09, State of São Paulo, Brazil, 2009",,"Ribeiro, Ana Freitas; Pellini, Alessandra Cristina Guedes; Kitagawa, Beatriz Yuko; Marques, Daniel; Madalosso, Geraldine; de Cassia Nogueira Figueira, Gerrita; Fred, João; Albernaz, Ricardo Kerti Mangabeira; Carvalhanas, Telma Regina Marques Pinto; Zanetta, Dirce Maria Trevisan",PLoS One,10.1371/journal.pone.0118772
The Role of Carbohydrates in Infection Strategies of Enteric Pathogens,,"Kato, Kentaro; Ishiwa, Akiko",Trop Med Health,10.2149/tmh.2014-25
Ebola virus disease: the ‘Black Swan’ in West Africa,,"Brown, Colin; Arkell, Paul; Rokadiya, Sakib",Trop Doct,10.1177/0049475514564269
Xenosurveillance: A Novel Mosquito-Based Approach for Examining the Human-Pathogen Landscape,,"Grubaugh, Nathan D.; Sharma, Supriya; Krajacich, Benjamin J.; Fakoli III, Lawrence S.; Bolay, Fatorma K.; Diclaro II, Joe W.; Johnson, W. Evan; Ebel, Gregory D.; Foy, Brian D.; Brackney, Doug E.",PLoS Negl Trop Dis,10.1371/journal.pntd.0003628
A rewarding 2014 for Saudi Medical Journal,,"AlBarrak, Ali",Saudi Med J,10.15537/smj.2015.1.11318
Introduction of a point mutation into an HLA class I single-chain trimer induces enhancement of CTL priming and antitumor immunity,,"Matsui, Masanori; Kawano, Masaaki; Matsushita, Sho; Akatsuka, Toshitaka",Mol Ther Methods Clin Dev,10.1038/mtm.2014.27
Adenovirus and Herpesvirus Diversity in Free-Ranging Great Apes in the Sangha Region of the Republic of Congo,,"Seimon, Tracie A.; Olson, Sarah H.; Lee, Kerry Jo; Rosen, Gail; Ondzie, Alain; Cameron, Kenneth; Reed, Patricia; Anthony, Simon J.; Joly, Damien O.; McAloose, Denise; Lipkin, W. Ian",PLoS One,10.1371/journal.pone.0118543
The Porcine MicroRNA Transcriptome Response to Transmissible Gastroenteritis Virus Infection,,"Liu, Xiao; Zhu, Ling; Liao, Shan; Xu, Zhiwen; Zhou, Yuancheng",PLoS One,10.1371/journal.pone.0120377
Network-based analysis of comorbidities risk during an infection: SARS and HIV case studies,,"Moni, Mohammad Ali; Liò, Pietro",BMC Bioinformatics,10.1186/1471-2105-15-333
A reach-out system for video microscopy analysis of ciliary motions aiding PCD diagnosis,,"Amirav, Israel; Mussaffi, Huda; Roth, Yehudah; Schmidts, Miriam; Omran, Heymut; Werner, Claudius",BMC Res Notes,10.1186/s13104-015-0999-x
Discovery of Novel Rhabdoviruses in the Blood of Healthy Individuals from West Africa,,"Stremlau, Matthew H.; Andersen, Kristian G.; Folarin, Onikepe A.; Grove, Jessica N.; Odia, Ikponmwonsa; Ehiane, Philomena E.; Omoniwa, Omowunmi; Omoregie, Omigie; Jiang, Pan-Pan; Yozwiak, Nathan L.; Matranga, Christian B.; Yang, Xiao; Gire, Stephen K.; Winnicki, Sarah; Tariyal, Ridhi; Schaffner, Stephen F.; Okokhere, Peter O.; Okogbenin, Sylvanus; Akpede, George O.; Asogun, Danny A.; Agbonlahor, Dennis E.; Walker, Peter J.; Tesh, Robert B.; Levin, Joshua Z.; Garry, Robert F.; Sabeti, Pardis C.; Happi, Christian T.",PLoS Negl Trop Dis,10.1371/journal.pntd.0003631
The Relationship of CSF and Plasma Cytokine Levels in HIV Infected Patients with Neurocognitive Impairment,,"Yuan, Lin; Liu, An; Qiao, Luxin; Sheng, Bo; Xu, Meng; Li, Wei; Chen, Dexi",Biomed Res Int,10.1155/2015/506872
An evaluation of contaminated complete feed as a vehicle for porcine epidemic diarrhea virus infection of naïve pigs following consumption via natural feeding behavior: proof of concept,,"Dee, Scott; Clement, Travis; Schelkopf, Adam; Nerem, Joel; Knudsen, David; Christopher-Hennings, Jane; Nelson, Eric",BMC Vet Res,10.1186/s12917-014-0176-9
Monoclonal antibody specific to HA2 glycopeptide protects mice from H3N2 influenza virus infection,,"Xie, Xing; Lin, Yan; Pang, Maoda; Zhao, Yanbing; Kalhoro, Dildar Hussain; Lu, Chengping; Liu, Yongjie",Vet Res,10.1186/s13567-015-0146-7
Comparative analysis of cytokine transcript profiles within mediastinal lymph node compartments of pigs after infection with porcine reproductive and respiratory syndrome genotype 1 strains differing in pathogenicity,,"García-Nicolás, Obdulio; Rosales, Rubén S; Pallarés, Francisco J; Risco, David; Quereda, Juan J; Graham, Simon P; Frossard, Jean-Pierre; Morgan, Sophie B; Steinbach, Falko; Drew, Trevor W; Strickland, Tony S; Salguero, Francisco J",Vet Res,10.1186/s13567-015-0161-8
Isolation and Identification of a Natural Reassortant Mammalian Orthoreovirus from Least Horseshoe Bat in China,,"Wang, Lihua; Fu, Shihong; Cao, Lei; Lei, Wenwen; Cao, Yuxi; Song, Jingdong; Tang, Qing; Zhang, Hailin; Feng, Yun; Yang, Weihong; Liang, Guodong",PLoS One,10.1371/journal.pone.0118598
Vaccination with Human Papillomavirus Pseudovirus-Encapsidated Plasmids Targeted to Skin Using Microneedles,,"Kines, Rhonda C.; Zarnitsyn, Vladimir; Johnson, Teresa R.; Pang, Yuk-Ying S.; Corbett, Kizzmekia S.; Nicewonger, John D.; Gangopadhyay, Anu; Chen, Man; Liu, Jie; Prausnitz, Mark R.; Schiller, John T.; Graham, Barney S.",PLoS One,10.1371/journal.pone.0120797
Establishment of Hairy Root Cultures by Agrobacterium Rhizogenes Mediated Transformation of Isatis Tinctoria L. for the Efficient Production of Flavonoids and Evaluation of Antioxidant Activities,,"Gai, Qing-Yan; Jiao, Jiao; Luo, Meng; Wei, Zuo-Fu; Zu, Yuan-Gang; Ma, Wei; Fu, Yu-Jie",PLoS One,10.1371/journal.pone.0119022
A Novel Host-Proteome Signature for Distinguishing between Acute Bacterial and Viral Infections,,"Oved, Kfir; Cohen, Asi; Boico, Olga; Navon, Roy; Friedman, Tom; Etshtein, Liat; Kriger, Or; Bamberger, Ellen; Fonar, Yura; Yacobov, Renata; Wolchinsky, Ron; Denkberg, Galit; Dotan, Yaniv; Hochberg, Amit; Reiter, Yoram; Grupper, Moti; Srugo, Isaac; Feigin, Paul; Gorfine, Malka; Chistyakov, Irina; Dagan, Ron; Klein, Adi; Potasman, Israel; Eden, Eran",PLoS One,10.1371/journal.pone.0120012
Viral aetiology of acute respiratory infections among children and associated meteorological factors in southern China,,"Cui, Binglin; Zhang, Dangui; Pan, Hui; Zhang, Fan; Farrar, Jeremy; Law, Frieda; van Doorn, H Rogier; Wu, Beiyan; Ba-Thein, William",BMC Infect Dis,10.1186/s12879-015-0863-6
"Personal genomes, quantitative dynamic omics and personalized medicine",,"Mias, George I.; Snyder, Michael",Quantitative Biology,10.1007/s40484-013-0005-3
Bovine Rhinitis Viruses Are Common in U.S. Cattle with Bovine Respiratory Disease,,"Hause, Ben M.; Collin, Emily A.; Anderson, Joe; Hesse, Richard A.; Anderson, Gary",PLoS One,10.1371/journal.pone.0121998
"Molecular Characterization and Phylogenetic Analysis of Porcine Epidemic Diarrhea Viruses Associated with Outbreaks of Severe Diarrhea in Piglets in Jiangxi, China 2013",,"Song, Deping; Huang, Dongyan; Peng, Qi; Huang, Tao; Chen, Yanjun; Zhang, Tiansheng; Nie, Xiaowei; He, Houjun; Wang, Ping; Liu, Qinglan; Tang, Yuxin",PLoS One,10.1371/journal.pone.0120310
